epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
391,13047,0.33623,0.54766,0.24728,0.83683,0.98635,0.99355,0.99346,0.98312,0.98349,0.99096,0.99131,0.9157,0.21642,0.37951,0.15292,0.77389,0.00123596,0.00123596,0.00123596
392,13081,0.33505,0.53506,0.24461,0.83627,0.98638,0.99352,0.99346,0.98331,0.98358,0.99087,0.99131,0.91411,0.21659,0.37946,0.15318,0.77391,0.00121621,0.00121621,0.00121621
393,13114.7,0.34106,0.5364,0.25134,0.83652,0.98641,0.99352,0.99346,0.98318,0.98355,0.99092,0.99131,0.91572,0.21641,0.37939,0.15328,0.77389,0.00119661,0.00119661,0.00119661
394,13147.5,0.33685,0.54166,0.24775,0.83575,0.9864,0.99354,0.99346,0.98311,0.98354,0.99094,0.99131,0.91622,0.21635,0.37928,0.15368,0.77387,0.00117717,0.00117717,0.00117717
395,13181.7,0.33615,0.53457,0.24659,0.84017,0.98632,0.99361,0.99346,0.98331,0.98346,0.99101,0.99131,0.91608,0.21636,0.3792,0.15385,0.77389,0.00115787,0.00115787,0.00115787
396,13214.3,0.33603,0.54383,0.24617,0.83811,0.9863,0.99361,0.99346,0.98324,0.98338,0.99106,0.99131,0.91643,0.21651,0.37913,0.15374,0.77389,0.00113873,0.00113873,0.00113873
397,13246.2,0.33318,0.53559,0.24404,0.83644,0.98616,0.99372,0.99346,0.98312,0.9833,0.99112,0.99131,0.91686,0.21629,0.37907,0.15327,0.77387,0.00111975,0.00111975,0.00111975
398,13278.9,0.33628,0.53763,0.2479,0.83691,0.98614,0.99378,0.99346,0.98326,0.98328,0.99118,0.99131,0.91634,0.21626,0.37901,0.15302,0.77384,0.00110092,0.00110092,0.00110092
399,13311.1,0.33533,0.53892,0.2433,0.83654,0.98612,0.99376,0.99346,0.98322,0.98326,0.99116,0.99131,0.91635,0.21619,0.37896,0.15292,0.77384,0.00108224,0.00108224,0.00108224
400,13345.7,0.33356,0.53148,0.24541,0.83488,0.98615,0.99376,0.9935,0.98322,0.98329,0.99116,0.9914,0.91694,0.21615,0.37887,0.15268,0.77386,0.00106373,0.00106373,0.00106373
401,13379.8,0.33195,0.53618,0.24696,0.8342,0.98607,0.99382,0.9935,0.9832,0.9832,0.99122,0.9914,0.91634,0.21609,0.3788,0.15244,0.77376,0.00104537,0.00104537,0.00104537
402,13412.9,0.33353,0.52503,0.24166,0.83595,0.98624,0.99374,0.9935,0.98339,0.98338,0.99115,0.9914,0.91641,0.21615,0.37875,0.15263,0.77374,0.00102716,0.00102716,0.00102716
403,13450.9,0.33323,0.53711,0.24261,0.83469,0.98622,0.99375,0.9935,0.98314,0.98336,0.99115,0.9914,0.91645,0.2159,0.37868,0.15277,0.7737,0.00100912,0.00100912,0.00100912
404,13485.1,0.33034,0.53303,0.2417,0.83627,0.98613,0.99381,0.9935,0.98315,0.98327,0.99121,0.9914,0.9158,0.21603,0.37866,0.15229,0.77373,0.000991237,0.000991237,0.000991237
405,13520.7,0.33091,0.52578,0.24083,0.83627,0.9861,0.99387,0.9935,0.98333,0.9833,0.99123,0.9914,0.91566,0.21617,0.37861,0.1527,0.77372,0.000973514,0.000973514,0.000973514
406,13552.6,0.33068,0.5344,0.2435,0.83678,0.9862,0.99376,0.9935,0.9834,0.98334,0.99116,0.9914,0.91566,0.21593,0.37856,0.15264,0.77372,0.000955951,0.000955951,0.000955951
407,13586.7,0.33007,0.52567,0.24225,0.83453,0.98618,0.99381,0.9935,0.98336,0.98332,0.99121,0.9914,0.91632,0.21585,0.37849,0.15261,0.77368,0.00093855,0.00093855,0.00093855
408,13619,0.33373,0.53104,0.24138,0.83501,0.98615,0.99382,0.9935,0.9833,0.98329,0.99122,0.9914,0.91657,0.21569,0.37845,0.15297,0.7737,0.000921312,0.000921312,0.000921312
409,13650,0.3326,0.53396,0.24755,0.83694,0.98614,0.99385,0.9935,0.98332,0.98334,0.99121,0.9914,0.91589,0.21576,0.37836,0.15329,0.77369,0.000904236,0.000904236,0.000904236
410,13683.5,0.33135,0.53447,0.24316,0.83606,0.98617,0.99385,0.9935,0.98333,0.98331,0.99125,0.9914,0.91589,0.21586,0.37831,0.15283,0.77368,0.000887324,0.000887324,0.000887324
411,13716.9,0.33312,0.53679,0.24153,0.83484,0.98615,0.99387,0.9935,0.98327,0.98335,0.99123,0.9914,0.91593,0.2157,0.37824,0.15301,0.77365,0.000870577,0.000870577,0.000870577
412,13749.1,0.32981,0.52578,0.23896,0.83694,0.98611,0.99389,0.9935,0.98314,0.98325,0.99129,0.9914,0.91595,0.21567,0.37818,0.15284,0.77362,0.000853994,0.000853994,0.000853994
413,13782,0.33027,0.52704,0.24034,0.83295,0.98603,0.99399,0.9935,0.98328,0.98323,0.99134,0.9914,0.91497,0.21555,0.37811,0.15298,0.77362,0.000837577,0.000837577,0.000837577
414,13814.2,0.33166,0.53635,0.24124,0.83577,0.98605,0.99395,0.9935,0.98316,0.98319,0.99135,0.9914,0.91508,0.21543,0.37806,0.15304,0.77359,0.000821327,0.000821327,0.000821327
415,13847.5,0.32819,0.52622,0.23991,0.83509,0.98678,0.99341,0.9935,0.98305,0.98322,0.99131,0.9914,0.91494,0.21547,0.37803,0.15285,0.77356,0.000805243,0.000805243,0.000805243
416,13881.3,0.33028,0.52812,0.23975,0.83426,0.98612,0.99389,0.9935,0.98316,0.98332,0.99124,0.9914,0.91512,0.21542,0.37776,0.15246,0.7735,0.000789327,0.000789327,0.000789327
417,13913.6,0.32606,0.526,0.24002,0.83459,0.98678,0.99343,0.9935,0.98325,0.98328,0.99128,0.9914,0.91562,0.21529,0.37771,0.15254,0.77347,0.000773579,0.000773579,0.000773579
418,13948.6,0.3279,0.52383,0.23728,0.83462,0.98676,0.99347,0.99355,0.98332,0.98326,0.99131,0.9915,0.91535,0.21525,0.37765,0.15248,0.77352,0.000758,0.000758,0.000758
419,13982,0.32505,0.52566,0.23423,0.835,0.98673,0.99349,0.99355,0.9833,0.98336,0.99125,0.9915,0.91518,0.21526,0.3776,0.15266,0.77347,0.00074259,0.00074259,0.00074259
420,14009.1,0.32526,0.52485,0.23595,0.83405,0.98676,0.99348,0.99355,0.98353,0.98338,0.99124,0.9915,0.91514,0.2154,0.37758,0.15255,0.77346,0.000727351,0.000727351,0.000727351
421,14041.1,0.32681,0.51975,0.23705,0.83428,0.98673,0.9935,0.99355,0.98331,0.98329,0.99131,0.9915,0.91559,0.21527,0.37753,0.15227,0.77345,0.000712282,0.000712282,0.000712282
422,14076,0.32997,0.53268,0.24154,0.83791,0.98677,0.99346,0.99355,0.98372,0.98397,0.99081,0.9915,0.91496,0.2153,0.37747,0.15243,0.77349,0.000697384,0.000697384,0.000697384
423,14113.9,0.32553,0.52283,0.2361,0.83333,0.98673,0.99352,0.99355,0.98362,0.98335,0.99128,0.9915,0.91464,0.21532,0.37739,0.1527,0.77338,0.000682658,0.000682658,0.000682658
424,14150.4,0.331,0.52945,0.24064,0.83578,0.98676,0.99347,0.99355,0.98377,0.98338,0.99123,0.9915,0.9148,0.21554,0.37733,0.15297,0.77333,0.000668105,0.000668105,0.000668105
425,14188.5,0.32628,0.52066,0.23652,0.83389,0.98679,0.99346,0.9935,0.98355,0.98335,0.99126,0.9914,0.91532,0.21548,0.37732,0.15289,0.77331,0.000653725,0.000653725,0.000653725
426,14228,0.32324,0.52257,0.23884,0.83441,0.98683,0.99346,0.9935,0.98378,0.98404,0.99081,0.9914,0.91494,0.21539,0.37726,0.15289,0.77325,0.000639518,0.000639518,0.000639518
427,14264,0.32712,0.52691,0.23781,0.83363,0.98688,0.99344,0.9935,0.98357,0.98408,0.99079,0.9914,0.91517,0.21532,0.37722,0.15301,0.77325,0.000625485,0.000625485,0.000625485
428,14299.8,0.32847,0.51942,0.23643,0.83452,0.98684,0.99346,0.9935,0.98364,0.98404,0.99081,0.9914,0.91526,0.2153,0.37719,0.15307,0.77326,0.000611627,0.000611627,0.000611627
429,14336.9,0.32416,0.52194,0.23723,0.83603,0.98687,0.99344,0.9935,0.98377,0.98407,0.99079,0.9914,0.91527,0.21531,0.37718,0.15347,0.77325,0.000597944,0.000597944,0.000597944
430,14373.9,0.32613,0.52953,0.23658,0.83272,0.98691,0.99342,0.9935,0.98323,0.98411,0.99078,0.9914,0.91526,0.2152,0.37718,0.1532,0.77325,0.000584437,0.000584437,0.000584437
431,14410.3,0.3264,0.52627,0.23788,0.83691,0.98694,0.99341,0.9935,0.98393,0.98408,0.99081,0.9914,0.91483,0.21503,0.37729,0.15326,0.77319,0.000571106,0.000571106,0.000571106
432,14446.8,0.32564,0.52944,0.23872,0.83709,0.98698,0.99341,0.9935,0.98353,0.98411,0.99081,0.9914,0.91488,0.21531,0.37728,0.15338,0.77318,0.000557952,0.000557952,0.000557952
433,14484.6,0.32224,0.51876,0.23608,0.83058,0.98703,0.99337,0.9935,0.98322,0.98423,0.99072,0.9914,0.91444,0.21523,0.37725,0.15353,0.77317,0.000544975,0.000544975,0.000544975
434,14521.7,0.32182,0.52251,0.23264,0.83265,0.98701,0.99339,0.9935,0.98286,0.98421,0.99074,0.9914,0.91492,0.21523,0.37726,0.15308,0.77315,0.000532177,0.000532177,0.000532177
435,14557.2,0.32266,0.51821,0.2341,0.83333,0.98712,0.99334,0.9935,0.9837,0.98425,0.99074,0.9914,0.91546,0.21498,0.37722,0.15295,0.77308,0.000519556,0.000519556,0.000519556
436,14590.9,0.3204,0.52709,0.23283,0.83211,0.98702,0.9934,0.9935,0.98322,0.98416,0.9908,0.9914,0.91493,0.2152,0.37722,0.15314,0.77303,0.000507115,0.000507115,0.000507115
437,14626.7,0.32013,0.51713,0.23345,0.83256,0.98704,0.99338,0.9935,0.9832,0.98424,0.99073,0.9914,0.91518,0.21513,0.37718,0.15312,0.77299,0.000494852,0.000494852,0.000494852
438,14661.2,0.32621,0.52712,0.2377,0.83557,0.987,0.99341,0.9935,0.98337,0.9842,0.99077,0.9914,0.91498,0.2153,0.37719,0.15347,0.77297,0.00048277,0.00048277,0.00048277
439,14698.3,0.32606,0.52594,0.23595,0.83169,0.98702,0.99343,0.9935,0.98328,0.98416,0.99083,0.9914,0.91491,0.21512,0.37714,0.15336,0.77294,0.000470868,0.000470868,0.000470868
440,14731,0.31893,0.52292,0.22907,0.83255,0.98711,0.99335,0.9935,0.98326,0.98425,0.99075,0.9914,0.91507,0.21506,0.3771,0.15326,0.77291,0.000459146,0.000459146,0.000459146
441,14765.7,0.31882,0.52103,0.22912,0.83304,0.98714,0.99332,0.9935,0.98329,0.98428,0.99072,0.9914,0.9149,0.21494,0.37695,0.15322,0.77295,0.000447606,0.000447606,0.000447606
442,14802.1,0.32391,0.52378,0.23328,0.83327,0.98711,0.99334,0.99346,0.98322,0.98424,0.99074,0.99131,0.91484,0.21506,0.37691,0.15293,0.77293,0.000436248,0.000436248,0.000436248
443,14837.9,0.32077,0.52181,0.23139,0.83163,0.98713,0.99332,0.99346,0.98342,0.98426,0.99072,0.99131,0.91525,0.2151,0.37706,0.15333,0.77288,0.000425072,0.000425072,0.000425072
444,14873.4,0.32077,0.51772,0.22998,0.83196,0.98712,0.99333,0.99346,0.98343,0.98425,0.99073,0.99131,0.91519,0.21513,0.37705,0.15327,0.77285,0.000414078,0.000414078,0.000414078
445,14908.9,0.32131,0.51667,0.23391,0.83384,0.98714,0.99332,0.99346,0.98322,0.98427,0.99072,0.99131,0.91569,0.21517,0.37707,0.15317,0.77288,0.000403267,0.000403267,0.000403267
446,14945.8,0.31947,0.52012,0.23268,0.83306,0.98713,0.99336,0.99346,0.98336,0.98433,0.99072,0.99131,0.91527,0.21517,0.3771,0.15338,0.77282,0.00039264,0.00039264,0.00039264
447,14982.9,0.31824,0.51551,0.23186,0.8327,0.98715,0.99334,0.99342,0.98317,0.98428,0.99074,0.99123,0.91492,0.21528,0.37709,0.15302,0.77286,0.000382197,0.000382197,0.000382197
448,15018.6,0.31871,0.51741,0.23193,0.83175,0.98711,0.9934,0.99342,0.9833,0.98431,0.99076,0.99123,0.91529,0.21518,0.37713,0.15324,0.77284,0.000371938,0.000371938,0.000371938
449,15053.6,0.32045,0.51333,0.23388,0.83167,0.98713,0.99336,0.99342,0.98322,0.98434,0.99071,0.99123,0.91539,0.21525,0.37714,0.1529,0.7728,0.000361863,0.000361863,0.000361863
450,15089.6,0.31527,0.50715,0.2287,0.83219,0.98722,0.99329,0.99338,0.98289,0.98436,0.99069,0.99116,0.91557,0.2152,0.37717,0.1532,0.7728,0.000351974,0.000351974,0.000351974
451,15126.2,0.32145,0.5262,0.23261,0.83243,0.98727,0.99329,0.99335,0.98301,0.98434,0.99073,0.99109,0.91548,0.21523,0.37719,0.15336,0.77278,0.00034227,0.00034227,0.00034227
452,15161.8,0.31579,0.50679,0.22856,0.83116,0.98735,0.99321,0.99335,0.98303,0.98448,0.99061,0.99109,0.91565,0.21535,0.37719,0.15339,0.77275,0.000332752,0.000332752,0.000332752
453,15197.1,0.32034,0.51692,0.23188,0.83202,0.98731,0.99324,0.99335,0.98302,0.98445,0.99064,0.99109,0.91629,0.21517,0.37721,0.15332,0.77281,0.000323421,0.000323421,0.000323421
454,15231.2,0.31944,0.5113,0.22942,0.83473,0.98734,0.99324,0.99335,0.98301,0.98448,0.99064,0.99109,0.91607,0.21531,0.37708,0.15353,0.77278,0.000314275,0.000314275,0.000314275
455,15271,0.3239,0.51849,0.23209,0.83275,0.98737,0.99322,0.99335,0.9831,0.9845,0.99062,0.99109,0.91665,0.21537,0.37724,0.15373,0.77272,0.000305317,0.000305317,0.000305317
456,15309,0.31984,0.51472,0.23248,0.83339,0.9874,0.99322,0.99332,0.98349,0.98453,0.99062,0.99102,0.9165,0.21532,0.37726,0.1535,0.77275,0.000296546,0.000296546,0.000296546
457,15344.3,0.31997,0.51832,0.23024,0.83353,0.98755,0.99311,0.99329,0.98333,0.98468,0.9905,0.99096,0.9161,0.2154,0.37725,0.15378,0.77273,0.000287963,0.000287963,0.000287963
458,15379.4,0.31634,0.51164,0.229,0.83166,0.9876,0.99307,0.99329,0.98344,0.98473,0.99047,0.99096,0.91658,0.2154,0.3773,0.15361,0.77268,0.000279568,0.000279568,0.000279568
459,15415.9,0.32145,0.52864,0.23075,0.8336,0.98764,0.99305,0.99329,0.98279,0.98484,0.99041,0.99096,0.9168,0.21554,0.37733,0.15334,0.77265,0.000271361,0.000271361,0.000271361
460,15452.6,0.32275,0.51354,0.2316,0.83512,0.98765,0.99306,0.99329,0.98295,0.98485,0.99041,0.99096,0.91675,0.2154,0.37735,0.15353,0.77264,0.000263343,0.000263343,0.000263343
461,15488.3,0.31651,0.51222,0.22773,0.83268,0.98769,0.99304,0.99329,0.98346,0.98475,0.99048,0.99096,0.9163,0.21545,0.37741,0.15428,0.77265,0.000255513,0.000255513,0.000255513
462,15522.3,0.32005,0.5224,0.23316,0.83402,0.98765,0.99306,0.99324,0.98314,0.98485,0.99042,0.99085,0.91646,0.21544,0.37731,0.15392,0.77268,0.000247873,0.000247873,0.000247873
463,15559.7,0.31971,0.51757,0.22994,0.83283,0.98768,0.99304,0.99324,0.98331,0.98481,0.99044,0.99085,0.91577,0.21555,0.37746,0.15391,0.77266,0.000240423,0.000240423,0.000240423
464,15593.9,0.32111,0.51763,0.23057,0.83436,0.98763,0.99309,0.99324,0.98318,0.98483,0.99044,0.99085,0.91577,0.21545,0.37749,0.15402,0.77262,0.000233162,0.000233162,0.000233162
465,15627.8,0.31484,0.51357,0.23033,0.83075,0.98759,0.99311,0.99322,0.98324,0.98479,0.99046,0.9908,0.9156,0.21563,0.3775,0.15399,0.77269,0.000226092,0.000226092,0.000226092
466,15662.8,0.31631,0.51283,0.22678,0.83054,0.98762,0.9931,0.99322,0.98336,0.98483,0.99046,0.9908,0.91592,0.21555,0.37751,0.15446,0.77264,0.000219212,0.000219212,0.000219212
467,15693.7,0.3206,0.51869,0.2301,0.83106,0.98765,0.99308,0.99322,0.98325,0.98485,0.99044,0.9908,0.91593,0.21554,0.37753,0.15428,0.77261,0.000212523,0.000212523,0.000212523
468,15723.3,0.32098,0.51931,0.23047,0.83279,0.9876,0.99311,0.99324,0.98327,0.9848,0.99047,0.99085,0.91584,0.21565,0.37756,0.15452,0.77259,0.000206025,0.000206025,0.000206025
469,15755,0.31441,0.51445,0.22888,0.83099,0.98756,0.99315,0.99324,0.98338,0.98476,0.9905,0.99085,0.91552,0.21563,0.37758,0.15436,0.7726,0.000199717,0.000199717,0.000199717
470,15786.6,0.31508,0.50786,0.22547,0.83231,0.98758,0.99313,0.99322,0.98327,0.98478,0.99049,0.9908,0.91592,0.21555,0.37761,0.15491,0.7726,0.000193602,0.000193602,0.000193602
471,15819.9,0.31839,0.51757,0.22762,0.83189,0.98756,0.99315,0.99322,0.98337,0.98476,0.9905,0.9908,0.91589,0.21583,0.37766,0.1548,0.77262,0.000187678,0.000187678,0.000187678
472,15854.6,0.31587,0.51163,0.22862,0.83153,0.98759,0.99312,0.99322,0.98349,0.98479,0.99048,0.9908,0.91604,0.21572,0.37764,0.155,0.77262,0.000181946,0.000181946,0.000181946
473,15890.6,0.32106,0.52345,0.22909,0.83417,0.98753,0.99317,0.99322,0.98322,0.98474,0.99052,0.9908,0.91574,0.21561,0.37767,0.1555,0.77257,0.000176407,0.000176407,0.000176407
474,15922.9,0.31847,0.51465,0.22982,0.83381,0.98748,0.99318,0.99322,0.98293,0.98468,0.99053,0.9908,0.91571,0.21583,0.37773,0.15516,0.77258,0.000171059,0.000171059,0.000171059
475,15955.8,0.31586,0.51307,0.22743,0.83105,0.98744,0.99321,0.99322,0.98303,0.98464,0.99057,0.9908,0.91486,0.21586,0.37775,0.15589,0.77255,0.000165905,0.000165905,0.000165905
476,15989.6,0.31518,0.51358,0.22898,0.83108,0.98747,0.9932,0.99322,0.98326,0.98467,0.99056,0.9908,0.9154,0.21604,0.37779,0.15555,0.77258,0.000160943,0.000160943,0.000160943
477,16023.8,0.31418,0.50617,0.22741,0.8329,0.98742,0.99323,0.99322,0.98298,0.98462,0.99058,0.9908,0.91511,0.21584,0.37782,0.15614,0.77256,0.000156174,0.000156174,0.000156174
478,16056.7,0.31867,0.51733,0.2299,0.83488,0.98745,0.99321,0.99319,0.98324,0.98465,0.99056,0.99076,0.91533,0.21604,0.3777,0.15591,0.7726,0.000151598,0.000151598,0.000151598
479,16089.7,0.31103,0.50632,0.22464,0.832,0.9874,0.99323,0.99319,0.98297,0.9846,0.99059,0.99076,0.91446,0.21612,0.37785,0.15584,0.77255,0.000147216,0.000147216,0.000147216
480,16122.8,0.31965,0.52328,0.23009,0.83194,0.98744,0.99324,0.99319,0.98322,0.98456,0.99064,0.99076,0.91483,0.21601,0.3779,0.15541,0.77259,0.000143027,0.000143027,0.000143027
481,16156.1,0.31453,0.50929,0.22431,0.8323,0.98738,0.99326,0.99317,0.9831,0.98458,0.99062,0.99072,0.91451,0.21613,0.3779,0.15595,0.77251,0.000139032,0.000139032,0.000139032
482,16189.2,0.31573,0.51329,0.22867,0.83265,0.98741,0.99327,0.99317,0.9831,0.98454,0.99067,0.99072,0.91396,0.21621,0.37763,0.1554,0.77262,0.000135231,0.000135231,0.000135231
483,16224,0.31342,0.50895,0.2277,0.83035,0.98736,0.99327,0.99317,0.98298,0.98456,0.99062,0.99072,0.91453,0.21612,0.37797,0.15565,0.77251,0.000131624,0.000131624,0.000131624
484,16256.2,0.31775,0.50849,0.22694,0.83264,0.9873,0.9933,0.99317,0.98296,0.9845,0.99065,0.99072,0.91499,0.21622,0.378,0.15546,0.77257,0.000128211,0.000128211,0.000128211
485,16289.8,0.31257,0.51035,0.22536,0.83044,0.98733,0.99329,0.99317,0.98299,0.98453,0.99064,0.99072,0.91528,0.21624,0.37787,0.15588,0.77254,0.000124992,0.000124992,0.000124992
486,16323.6,0.31858,0.51835,0.22814,0.83243,0.98726,0.99334,0.99315,0.98291,0.98446,0.99069,0.99068,0.91386,0.21621,0.37796,0.15541,0.77255,0.000121968,0.000121968,0.000121968
487,16356.2,0.3151,0.505,0.22511,0.83252,0.98728,0.99329,0.99317,0.98275,0.98448,0.99065,0.99072,0.91409,0.21616,0.37801,0.15544,0.77246,0.000119139,0.000119139,0.000119139
488,16390.1,0.31441,0.51536,0.22792,0.83029,0.98721,0.99333,0.99317,0.98297,0.98441,0.99069,0.99072,0.91406,0.21618,0.37817,0.15564,0.77248,0.000116504,0.000116504,0.000116504
489,16423.9,0.31608,0.51647,0.22724,0.83402,0.98717,0.99335,0.99317,0.98304,0.98437,0.9907,0.99072,0.91388,0.2162,0.3782,0.15558,0.77249,0.000114063,0.000114063,0.000114063
490,16456.9,0.31788,0.51528,0.22671,0.83244,0.98719,0.99332,0.99317,0.98288,0.98439,0.99068,0.99072,0.91449,0.21624,0.37807,0.15545,0.77254,0.000111818,0.000111818,0.000111818
491,16493.5,0.25042,0.4331,0.17295,0.79328,0.98712,0.99334,0.99317,0.98272,0.98433,0.9907,0.99072,0.91375,0.21626,0.3782,0.15508,0.77246,0.000109768,0.000109768,0.000109768
492,16526.3,0.2446,0.41974,0.1665,0.79375,0.98712,0.99334,0.99315,0.98285,0.98432,0.99069,0.99068,0.91424,0.21634,0.37835,0.15567,0.77252,0.000107912,0.000107912,0.000107912
493,16559.2,0.24217,0.42135,0.16619,0.79188,0.98706,0.99334,0.99312,0.9828,0.98426,0.9907,0.9906,0.91444,0.21631,0.37855,0.15544,0.77253,0.000106252,0.000106252,0.000106252
494,16594.7,0.24292,0.41531,0.16334,0.79194,0.98699,0.99338,0.99312,0.98247,0.98419,0.99074,0.9906,0.91428,0.21656,0.37866,0.15564,0.77257,0.000104787,0.000104787,0.000104787
495,16630.3,0.24149,0.41747,0.16413,0.79204,0.987,0.99336,0.9931,0.98245,0.98421,0.99071,0.99057,0.91378,0.21665,0.3786,0.15575,0.77262,0.000103517,0.000103517,0.000103517
496,16665.2,0.23637,0.41307,0.16104,0.79021,0.98703,0.99335,0.9931,0.98248,0.98415,0.99075,0.99057,0.91316,0.21671,0.37872,0.1562,0.77267,0.000102443,0.000102443,0.000102443
497,16701.2,0.23973,0.41499,0.162,0.79157,0.98697,0.99339,0.9931,0.98238,0.98417,0.99074,0.99057,0.91343,0.21686,0.37883,0.15635,0.77267,0.000101563,0.000101563,0.000101563
498,16737.4,0.23963,0.41382,0.16284,0.79457,0.98697,0.99337,0.99309,0.98307,0.98417,0.99073,0.99054,0.91349,0.21687,0.37888,0.15675,0.77259,0.000100879,0.000100879,0.000100879
499,16771.9,0.23814,0.41227,0.16172,0.79009,0.98691,0.99338,0.99309,0.98279,0.98412,0.99074,0.99054,0.91292,0.21696,0.37899,0.15647,0.77258,0.000100391,0.000100391,0.000100391
500,16807.9,0.24015,0.41579,0.16216,0.79345,0.98694,0.99339,0.99307,0.98253,0.98414,0.99074,0.99051,0.91321,0.21687,0.37906,0.15637,0.77262,0.000100098,0.000100098,0.000100098
