epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,4834.25,0.51484,0.40031,0.96096,0.95964,0.9282,0.96871,0.87299,0.50268,0.35459,0.89832,0.00177651,0.00177651,0.00177651
367,4847.24,0.52888,0.41223,0.9749,0.95086,0.93895,0.96867,0.87184,0.50269,0.35222,0.89851,0.00175324,0.00175324,0.00175324
368,4860.3,0.5033,0.39015,0.94754,0.96252,0.92666,0.96907,0.87315,0.50334,0.35203,0.89904,0.00173011,0.00173011,0.00173011
369,4873.45,0.50667,0.39045,0.96589,0.96468,0.92757,0.96847,0.87324,0.50283,0.35205,0.89904,0.0017071,0.0017071,0.0017071
370,4886.68,0.50868,0.40491,0.95981,0.96613,0.92832,0.9679,0.87389,0.50197,0.35247,0.89868,0.00168423,0.00168423,0.00168423
371,4900,0.51928,0.40106,0.96353,0.96808,0.92779,0.96653,0.8739,0.50135,0.3513,0.89883,0.00166149,0.00166149,0.00166149
372,4913.37,0.53713,0.40592,0.96784,0.96958,0.92849,0.96708,0.87399,0.50144,0.3519,0.89973,0.00163889,0.00163889,0.00163889
373,4926.6,0.51724,0.40664,0.95559,0.96962,0.92919,0.96702,0.87339,0.50198,0.35199,0.89992,0.00161642,0.00161642,0.00161642
374,4939.4,0.50602,0.4026,0.95001,0.96717,0.93003,0.96693,0.8723,0.50268,0.3528,0.90055,0.00159408,0.00159408,0.00159408
375,4952.72,0.49403,0.39247,0.95296,0.96853,0.9282,0.96726,0.8726,0.50356,0.3538,0.90109,0.00157188,0.00157188,0.00157188
376,4966,0.53278,0.40948,0.97232,0.96759,0.92796,0.96773,0.87286,0.50477,0.35383,0.90142,0.00154982,0.00154982,0.00154982
377,4979.28,0.51659,0.40355,0.96284,0.96743,0.92764,0.96732,0.87236,0.50579,0.35515,0.90239,0.0015279,0.0015279,0.0015279
378,4992.55,0.51602,0.4072,0.98057,0.96713,0.92808,0.9673,0.87305,0.50695,0.35615,0.90296,0.00150611,0.00150611,0.00150611
379,5005.64,0.49951,0.38579,0.95935,0.96594,0.93077,0.96745,0.87306,0.50648,0.35609,0.9025,0.00148447,0.00148447,0.00148447
380,5019.07,0.52832,0.41154,0.96441,0.96604,0.93499,0.96827,0.87276,0.50645,0.35432,0.90275,0.00146297,0.00146297,0.00146297
381,5032.48,0.50075,0.39008,0.95427,0.96598,0.93644,0.96826,0.87288,0.50641,0.35399,0.90254,0.00144161,0.00144161,0.00144161
382,5046.17,0.49041,0.38959,0.94777,0.96393,0.93549,0.96778,0.87347,0.50667,0.35379,0.90229,0.00142039,0.00142039,0.00142039
383,5058.67,0.47865,0.37521,0.95052,0.96413,0.93378,0.96794,0.87262,0.50612,0.35362,0.9022,0.00139931,0.00139931,0.00139931
384,5072.11,0.50358,0.38742,0.94719,0.96577,0.93558,0.96868,0.87353,0.50613,0.35338,0.9025,0.00137838,0.00137838,0.00137838
385,5085.96,0.51756,0.39976,0.96897,0.96692,0.93038,0.96809,0.87266,0.50651,0.35362,0.90321,0.00135759,0.00135759,0.00135759
386,5099.66,0.50986,0.40102,0.95327,0.96578,0.93587,0.96868,0.87376,0.50567,0.35463,0.90265,0.00133695,0.00133695,0.00133695
387,5112.96,0.49707,0.38113,0.95484,0.96504,0.93419,0.96819,0.87368,0.50565,0.35487,0.90286,0.00131646,0.00131646,0.00131646
388,5125.9,0.50997,0.38528,0.95245,0.96618,0.93396,0.96811,0.87347,0.50491,0.3548,0.9025,0.00129611,0.00129611,0.00129611
389,5138.88,0.51112,0.38437,0.96535,0.96484,0.93254,0.96819,0.87436,0.50488,0.354,0.90254,0.00127591,0.00127591,0.00127591
390,5152.4,0.50288,0.41082,0.95453,0.96506,0.93215,0.96809,0.87495,0.50484,0.35396,0.90268,0.00125586,0.00125586,0.00125586
391,5165.47,0.49666,0.39721,0.95654,0.9654,0.93166,0.9679,0.87505,0.50539,0.35347,0.90291,0.00123596,0.00123596,0.00123596
392,5178.38,0.51637,0.3902,0.95992,0.96323,0.93062,0.96673,0.875,0.50596,0.3546,0.90295,0.00121621,0.00121621,0.00121621
393,5191.78,0.49022,0.38581,0.94635,0.963,0.92993,0.96705,0.87599,0.50507,0.35361,0.90216,0.00119661,0.00119661,0.00119661
394,5205.62,0.50718,0.39575,0.95887,0.96334,0.93011,0.96693,0.87517,0.50426,0.35287,0.90203,0.00117717,0.00117717,0.00117717
395,5219.27,0.4944,0.38213,0.94957,0.96525,0.92869,0.96683,0.8752,0.50431,0.3539,0.90177,0.00115787,0.00115787,0.00115787
396,5232.24,0.50374,0.38919,0.94904,0.96039,0.93472,0.96693,0.87557,0.5044,0.35338,0.90165,0.00113873,0.00113873,0.00113873
397,5245.96,0.49036,0.3714,0.95095,0.96015,0.93437,0.96664,0.87532,0.50442,0.35295,0.90206,0.00111975,0.00111975,0.00111975
398,5259.87,0.5133,0.38735,0.95158,0.9607,0.93386,0.96681,0.8765,0.50423,0.35243,0.90185,0.00110092,0.00110092,0.00110092
399,5273.79,0.48697,0.37931,0.96049,0.96276,0.92973,0.96747,0.87744,0.50388,0.35223,0.9017,0.00108224,0.00108224,0.00108224
400,5287.63,0.49907,0.37974,0.96129,0.96063,0.93299,0.96835,0.87783,0.50422,0.35263,0.90156,0.00106373,0.00106373,0.00106373
401,5301.18,0.5048,0.38888,0.95162,0.95906,0.93289,0.96811,0.87773,0.50422,0.35282,0.90157,0.00104537,0.00104537,0.00104537
402,5314.81,0.50162,0.39827,0.95602,0.95923,0.93272,0.96813,0.87652,0.50398,0.35248,0.90181,0.00102716,0.00102716,0.00102716
403,5328.06,0.49284,0.37838,0.94198,0.95835,0.93322,0.96804,0.87626,0.50386,0.35283,0.90174,0.00100912,0.00100912,0.00100912
404,5341.18,0.5028,0.39097,0.95353,0.95919,0.93369,0.96807,0.87452,0.50446,0.3541,0.90231,0.000991237,0.000991237,0.000991237
405,5354.24,0.47559,0.36261,0.94491,0.96622,0.92882,0.96742,0.87393,0.50446,0.35319,0.90237,0.000973514,0.000973514,0.000973514
406,5367.5,0.48376,0.37689,0.94936,0.96766,0.92867,0.96618,0.87459,0.50473,0.35417,0.90277,0.000955951,0.000955951,0.000955951
407,5380.34,0.51519,0.38489,0.95528,0.96763,0.92862,0.96631,0.87497,0.50451,0.35407,0.90231,0.00093855,0.00093855,0.00093855
408,5393.64,0.47909,0.36765,0.95367,0.96814,0.92858,0.96634,0.87542,0.50449,0.35503,0.9024,0.000921312,0.000921312,0.000921312
409,5406.67,0.50842,0.38362,0.96626,0.96843,0.92806,0.9664,0.87541,0.50464,0.3543,0.9026,0.000904236,0.000904236,0.000904236
410,5419.53,0.48479,0.36889,0.94774,0.96802,0.92829,0.96622,0.87542,0.50447,0.3551,0.90241,0.000887324,0.000887324,0.000887324
411,5432.71,0.49339,0.37464,0.94697,0.95405,0.9424,0.96777,0.87553,0.5041,0.35596,0.90162,0.000870577,0.000870577,0.000870577
412,5445.92,0.50397,0.39302,0.94995,0.95542,0.94447,0.96843,0.87587,0.50426,0.35556,0.90147,0.000853994,0.000853994,0.000853994
413,5459.12,0.48562,0.37526,0.95071,0.95651,0.9432,0.96743,0.87679,0.50458,0.35691,0.90184,0.000837577,0.000837577,0.000837577
414,5472.92,0.50028,0.3768,0.95679,0.95908,0.9426,0.96788,0.8768,0.5042,0.35755,0.90177,0.000821327,0.000821327,0.000821327
415,5486.18,0.49762,0.37592,0.95776,0.95905,0.94275,0.96767,0.8769,0.50293,0.35618,0.90058,0.000805243,0.000805243,0.000805243
416,5498.95,0.50624,0.3836,0.95258,0.95911,0.94308,0.96723,0.87655,0.50301,0.3554,0.90053,0.000789327,0.000789327,0.000789327
417,5512.29,0.49042,0.38199,0.94638,0.95937,0.94277,0.96734,0.87571,0.50286,0.35503,0.90009,0.000773579,0.000773579,0.000773579
418,5525.48,0.50253,0.38645,0.94763,0.95959,0.94255,0.9695,0.87598,0.50327,0.35523,0.90016,0.000758,0.000758,0.000758
419,5538.67,0.48054,0.37292,0.94062,0.95947,0.94308,0.96789,0.87587,0.50319,0.35448,0.89989,0.00074259,0.00074259,0.00074259
420,5552.36,0.5002,0.3658,0.95187,0.95875,0.94373,0.96784,0.8757,0.50341,0.35554,0.89997,0.000727351,0.000727351,0.000727351
421,5565.8,0.48028,0.37036,0.94185,0.95949,0.94287,0.96783,0.87426,0.50331,0.35581,0.89992,0.000712282,0.000712282,0.000712282
422,5578.86,0.49432,0.37943,0.94573,0.95957,0.94283,0.96781,0.87545,0.50339,0.35535,0.90001,0.000697384,0.000697384,0.000697384
423,5591.78,0.49612,0.38667,0.95393,0.96046,0.94264,0.96788,0.87583,0.50318,0.355,0.89978,0.000682658,0.000682658,0.000682658
424,5604.87,0.48807,0.374,0.94296,0.96115,0.94327,0.96788,0.87535,0.50328,0.35485,0.89982,0.000668105,0.000668105,0.000668105
425,5617.89,0.49916,0.38408,0.9527,0.96139,0.94307,0.96795,0.87479,0.50313,0.35435,0.89983,0.000653725,0.000653725,0.000653725
426,5631.04,0.50461,0.37943,0.95991,0.96125,0.94299,0.96736,0.87529,0.50407,0.35395,0.90088,0.000639518,0.000639518,0.000639518
427,5644.34,0.49891,0.38518,0.95675,0.96129,0.94274,0.9674,0.87578,0.50457,0.35366,0.9011,0.000625485,0.000625485,0.000625485
428,5657.18,0.49771,0.37948,0.95817,0.96152,0.94251,0.96745,0.87644,0.50514,0.35299,0.90224,0.000611627,0.000611627,0.000611627
429,5670.46,0.49747,0.37166,0.95376,0.96078,0.94175,0.96726,0.87526,0.50507,0.35281,0.90271,0.000597944,0.000597944,0.000597944
430,5684.21,0.47809,0.36377,0.94679,0.96035,0.94166,0.96896,0.87532,0.50516,0.35339,0.9025,0.000584437,0.000584437,0.000584437
431,5697.91,0.47177,0.34539,0.93246,0.96002,0.94194,0.969,0.87536,0.50516,0.35235,0.90258,0.000571106,0.000571106,0.000571106
432,5711.88,0.4818,0.38134,0.94969,0.95999,0.94208,0.96905,0.8753,0.50527,0.35163,0.90256,0.000557952,0.000557952,0.000557952
433,5725.64,0.48484,0.37121,0.94016,0.96022,0.94195,0.96899,0.87489,0.50541,0.35164,0.90255,0.000544975,0.000544975,0.000544975
434,5739.17,0.48646,0.37234,0.95872,0.96036,0.94167,0.96896,0.87527,0.50554,0.35188,0.90286,0.000532177,0.000532177,0.000532177
435,5752.71,0.49847,0.37416,0.96349,0.9622,0.93958,0.96893,0.87536,0.50526,0.35234,0.9027,0.000519556,0.000519556,0.000519556
436,5766.32,0.47415,0.37372,0.94128,0.96559,0.93573,0.96884,0.87512,0.50559,0.3518,0.90284,0.000507115,0.000507115,0.000507115
437,5780.08,0.48509,0.38784,0.95831,0.96417,0.93794,0.96887,0.87466,0.50586,0.35173,0.90329,0.000494852,0.000494852,0.000494852
438,5793.54,0.50097,0.38105,0.95384,0.96455,0.93788,0.96898,0.87467,0.50552,0.35177,0.90309,0.00048277,0.00048277,0.00048277
439,5807.55,0.44282,0.33774,0.925,0.96534,0.9386,0.96906,0.87482,0.50616,0.35156,0.90366,0.000470868,0.000470868,0.000470868
440,5821.42,0.48021,0.36594,0.93922,0.96535,0.93845,0.96902,0.87434,0.50648,0.35177,0.90425,0.000459146,0.000459146,0.000459146
441,5834.61,0.456,0.35535,0.93912,0.96563,0.9383,0.96903,0.87432,0.50733,0.35258,0.90494,0.000447606,0.000447606,0.000447606
442,5847.93,0.47513,0.36166,0.94047,0.96556,0.93926,0.9691,0.87418,0.50662,0.35207,0.90407,0.000436248,0.000436248,0.000436248
443,5861.12,0.4812,0.37886,0.94933,0.96621,0.93925,0.96912,0.87447,0.50719,0.35332,0.90462,0.000425072,0.000425072,0.000425072
444,5874.37,0.45684,0.33576,0.93822,0.96377,0.93943,0.96909,0.87449,0.50691,0.35342,0.90382,0.000414078,0.000414078,0.000414078
445,5887.58,0.46957,0.36992,0.95347,0.96337,0.93941,0.96907,0.87346,0.50656,0.35358,0.90372,0.000403267,0.000403267,0.000403267
446,5901,0.49467,0.37989,0.94787,0.96428,0.93937,0.96909,0.87379,0.5063,0.35328,0.90373,0.00039264,0.00039264,0.00039264
447,5914.63,0.46758,0.36632,0.95353,0.96521,0.93931,0.96905,0.87417,0.50643,0.35384,0.90368,0.000382197,0.000382197,0.000382197
448,5928.03,0.45128,0.35031,0.93658,0.96654,0.94005,0.9691,0.87383,0.50645,0.35427,0.90362,0.000371938,0.000371938,0.000371938
449,5941.67,0.47824,0.37715,0.94247,0.96637,0.94021,0.96907,0.87339,0.50628,0.35337,0.90361,0.000361863,0.000361863,0.000361863
450,5955.27,0.46435,0.36705,0.9453,0.96664,0.94025,0.96913,0.87434,0.50637,0.35346,0.90362,0.000351974,0.000351974,0.000351974
451,5969.06,0.48266,0.37256,0.94448,0.96526,0.93934,0.96908,0.8735,0.5063,0.3535,0.90366,0.00034227,0.00034227,0.00034227
452,5982.83,0.46606,0.36331,0.93711,0.9654,0.93942,0.96908,0.87442,0.50639,0.35344,0.90382,0.000332752,0.000332752,0.000332752
453,5996.05,0.48564,0.37638,0.95243,0.96564,0.93972,0.96905,0.87376,0.50631,0.35307,0.90386,0.000323421,0.000323421,0.000323421
454,6009.11,0.44984,0.34507,0.9395,0.96594,0.94029,0.96908,0.87325,0.50663,0.35332,0.90414,0.000314275,0.000314275,0.000314275
455,6021.66,0.48174,0.3764,0.94936,0.96601,0.94011,0.96911,0.87402,0.5067,0.35356,0.90438,0.000305317,0.000305317,0.000305317
456,6034.85,0.48886,0.37967,0.95011,0.96598,0.94035,0.96916,0.87367,0.50656,0.35371,0.90429,0.000296546,0.000296546,0.000296546
457,6047.54,0.48553,0.37026,0.94495,0.96724,0.94035,0.96937,0.87336,0.50668,0.3536,0.9046,0.000287963,0.000287963,0.000287963
458,6060.13,0.47886,0.35909,0.94669,0.96705,0.94055,0.96935,0.87364,0.50653,0.35388,0.90451,0.000279568,0.000279568,0.000279568
459,6072.73,0.46714,0.36652,0.9444,0.9671,0.94042,0.96937,0.8728,0.50634,0.35341,0.90455,0.000271361,0.000271361,0.000271361
460,6085.96,0.4921,0.37002,0.95248,0.96769,0.93993,0.96928,0.87333,0.50634,0.35363,0.90464,0.000263343,0.000263343,0.000263343
461,6099.28,0.47742,0.37317,0.94807,0.96564,0.94018,0.96902,0.87413,0.50626,0.35362,0.90451,0.000255513,0.000255513,0.000255513
462,6112.77,0.50296,0.37019,0.95977,0.9672,0.9398,0.96924,0.87385,0.50641,0.35423,0.90454,0.000247873,0.000247873,0.000247873
463,6126.02,0.48543,0.36865,0.95284,0.96605,0.93928,0.969,0.87436,0.5066,0.35428,0.90473,0.000240423,0.000240423,0.000240423
464,6138.8,0.47761,0.3538,0.94197,0.96662,0.93975,0.96918,0.87383,0.50614,0.35432,0.90455,0.000233162,0.000233162,0.000233162
465,6151.47,0.48641,0.37229,0.95634,0.96544,0.93961,0.96897,0.87358,0.50638,0.35446,0.90464,0.000226092,0.000226092,0.000226092
466,6164.05,0.4826,0.36699,0.94569,0.9652,0.93977,0.96881,0.87429,0.506,0.35411,0.90428,0.000219212,0.000219212,0.000219212
467,6176.48,0.49285,0.36806,0.95012,0.96515,0.93992,0.96872,0.87382,0.50607,0.35369,0.90458,0.000212523,0.000212523,0.000212523
468,6188.87,0.47342,0.36179,0.94077,0.9652,0.93976,0.96875,0.87397,0.50603,0.35372,0.90433,0.000206025,0.000206025,0.000206025
469,6201.59,0.48029,0.38213,0.94786,0.96517,0.93989,0.96959,0.87432,0.50592,0.35394,0.9043,0.000199717,0.000199717,0.000199717
470,6215.18,0.47441,0.35832,0.94886,0.96493,0.94004,0.96961,0.8746,0.5062,0.35422,0.90451,0.000193602,0.000193602,0.000193602
471,6227.96,0.4813,0.36862,0.95245,0.96478,0.94008,0.96951,0.87372,0.50612,0.35461,0.90462,0.000187678,0.000187678,0.000187678
472,6240.79,0.4764,0.35231,0.95417,0.96462,0.94017,0.9696,0.87369,0.50673,0.35511,0.90519,0.000181946,0.000181946,0.000181946
473,6254.01,0.47154,0.35036,0.93739,0.96479,0.94074,0.96968,0.8738,0.50679,0.35489,0.9052,0.000176407,0.000176407,0.000176407
474,6266.97,0.49726,0.38235,0.94799,0.96474,0.94085,0.9697,0.87407,0.50603,0.35489,0.9046,0.000171059,0.000171059,0.000171059
475,6280.15,0.47806,0.36617,0.94112,0.96471,0.94079,0.96969,0.87397,0.50625,0.35494,0.90462,0.000165905,0.000165905,0.000165905
476,6292.94,0.47081,0.3634,0.94846,0.96459,0.94087,0.96971,0.87404,0.50642,0.35517,0.90474,0.000160943,0.000160943,0.000160943
477,6305.95,0.49436,0.37115,0.95331,0.96449,0.94089,0.96967,0.8733,0.50642,0.35517,0.90479,0.000156174,0.000156174,0.000156174
478,6318.89,0.48246,0.37826,0.94145,0.96446,0.941,0.96898,0.87357,0.50661,0.35479,0.90542,0.000151598,0.000151598,0.000151598
479,6331.97,0.46303,0.34588,0.93554,0.96442,0.94108,0.96971,0.87372,0.5067,0.35561,0.90545,0.000147216,0.000147216,0.000147216
480,6345.04,0.47503,0.36209,0.94405,0.96433,0.94093,0.969,0.87371,0.5062,0.35506,0.90476,0.000143027,0.000143027,0.000143027
481,6357.99,0.48629,0.37487,0.94967,0.96435,0.94099,0.969,0.87323,0.50614,0.35515,0.90458,0.000139032,0.000139032,0.000139032
482,6371.03,0.48068,0.3657,0.95284,0.9655,0.9409,0.96917,0.87342,0.50625,0.35511,0.90475,0.000135231,0.000135231,0.000135231
483,6384.65,0.4924,0.36497,0.94326,0.96536,0.94104,0.96915,0.87364,0.50668,0.35467,0.90547,0.000131624,0.000131624,0.000131624
484,6398.3,0.46184,0.3555,0.9415,0.96531,0.94108,0.96912,0.87292,0.50646,0.35475,0.90497,0.000128211,0.000128211,0.000128211
485,6411.54,0.47467,0.36303,0.94172,0.96525,0.94092,0.96914,0.87261,0.50711,0.35501,0.90564,0.000124992,0.000124992,0.000124992
486,6424.75,0.45752,0.35006,0.94313,0.96518,0.94122,0.96912,0.8722,0.50665,0.35545,0.90498,0.000121968,0.000121968,0.000121968
487,6437.92,0.47007,0.3617,0.9451,0.96514,0.94128,0.96923,0.87226,0.5065,0.35586,0.90479,0.000119139,0.000119139,0.000119139
488,6450.44,0.47093,0.36075,0.95348,0.9652,0.94116,0.96913,0.8725,0.50643,0.35579,0.90474,0.000116504,0.000116504,0.000116504
489,6463.23,0.48122,0.36236,0.95496,0.9651,0.94105,0.96912,0.87186,0.50674,0.35545,0.90494,0.000114063,0.000114063,0.000114063
490,6476.15,0.4742,0.36047,0.93606,0.96513,0.94112,0.96912,0.87213,0.50665,0.35476,0.90493,0.000111818,0.000111818,0.000111818
491,6490.38,0.3532,0.23628,0.86368,0.96502,0.94117,0.96915,0.87182,0.50643,0.35562,0.9049,0.000109768,0.000109768,0.000109768
492,6502.88,0.3485,0.23751,0.86996,0.96467,0.94153,0.9691,0.87242,0.507,0.35589,0.90575,0.000107912,0.000107912,0.000107912
493,6516.2,0.35681,0.24706,0.86076,0.96407,0.94221,0.96909,0.87272,0.50649,0.35638,0.90512,0.000106252,0.000106252,0.000106252
494,6529.34,0.34573,0.23123,0.85764,0.96385,0.94241,0.96907,0.87269,0.50676,0.35619,0.90529,0.000104787,0.000104787,0.000104787
495,6542.9,0.35248,0.23562,0.86339,0.96274,0.94219,0.96889,0.87268,0.50687,0.35677,0.90543,0.000103517,0.000103517,0.000103517
496,6556.58,0.33726,0.22202,0.85494,0.96167,0.94335,0.96879,0.87208,0.50721,0.35681,0.90565,0.000102443,0.000102443,0.000102443
497,6569.94,0.33532,0.22044,0.8535,0.95964,0.9444,0.96896,0.8716,0.50716,0.35737,0.90574,0.000101563,0.000101563,0.000101563
498,6583.23,0.33391,0.22181,0.85097,0.95905,0.94453,0.9691,0.87247,0.50718,0.35731,0.90597,0.000100879,0.000100879,0.000100879
499,6596.47,0.33333,0.22853,0.86384,0.95893,0.94454,0.96911,0.87203,0.5072,0.35766,0.90613,0.000100391,0.000100391,0.000100391
500,6610.02,0.35122,0.23386,0.87233,0.95643,0.94512,0.96911,0.8719,0.50731,0.35741,0.90637,0.000100098,0.000100098,0.000100098
